instance,customers,run,method,checkpoint,q,BestCost,BKS
6.10.1,6,4,sats,7,7/8,1078.7476708790684,1078.7476708790684
6.10.1,6,4,sats,8,8/8,1078.7476708790684,1078.7476708790684
6.10.1,6,5,sats,0,0/8,2318.4598542307476,1078.7476708790684
6.10.1,6,5,sats,1,1/8,1078.7476708790684,1078.7476708790684
6.10.1,6,5,sats,2,2/8,1078.7476708790684,1078.7476708790684
6.10.1,6,5,sats,3,3/8,1078.7476708790684,1078.7476708790684
6.10.1,6,5,sats,4,4/8,1078.7476708790684,1078.7476708790684
6.10.1,6,5,sats,5,5/8,1078.7476708790684,1078.7476708790684
6.10.1,6,5,sats,6,6/8,1078.7476708790684,1078.7476708790684
6.10.1,6,5,sats,7,7/8,1078.7476708790684,1078.7476708790684
6.10.1,6,5,sats,8,8/8,1078.7476708790684,1078.7476708790684
6.10.1,6,6,sats,0,0/8,2184.8038178415695,1078.7476708790684
6.10.1,6,6,sats,1,1/8,1078.7476708790684,1078.7476708790684
6.10.1,6,6,sats,2,2/8,1078.7476708790684,1078.7476708790684
6.10.1,6,6,sats,3,3/8,1078.7476708790684,1078.7476708790684
6.10.1,6,6,sats,4,4/8,1078.7476708790684,1078.7476708790684
6.10.1,6,6,sats,5,5/8,1078.7476708790684,1078.7476708790684
6.10.1,6,6,sats,6,6/8,1078.7476708790684,1078.7476708790684
6.10.1,6,6,sats,7,7/8,1078.7476708790684,1078.7476708790684
6.10.1,6,6,sats,8,8/8,1078.7476708790684,1078.7476708790684
6.10.1,6,7,sats,0,0/8,2184.8038178415695,1078.7476708790684
6.10.1,6,7,sats,1,1/8,1078.7476708790684,1078.7476708790684
6.10.1,6,7,sats,2,2/8,1078.7476708790684,1078.7476708790684
6.10.1,6,7,sats,3,3/8,1078.7476708790684,1078.7476708790684
6.10.1,6,7,sats,4,4/8,1078.7476708790684,1078.7476708790684
6.10.1,6,7,sats,5,5/8,1078.7476708790684,1078.7476708790684
6.10.1,6,7,sats,6,6/8,1078.7476708790684,1078.7476708790684
6.10.1,6,7,sats,7,7/8,1078.7476708790684,1078.7476708790684
6.10.1,6,7,sats,8,8/8,1078.7476708790684,1078.7476708790684
6.10.1,6,8,sats,0,0/8,1078.7476708790684,1078.7476708790684
6.10.1,6,8,sats,1,1/8,1078.7476708790684,1078.7476708790684
6.10.1,6,8,sats,2,2/8,1078.7476708790684,1078.7476708790684
6.10.1,6,8,sats,3,3/8,1078.7476708790684,1078.7476708790684
6.10.1,6,8,sats,4,4/8,1078.7476708790684,1078.7476708790684
6.10.1,6,8,sats,5,5/8,1078.7476708790684,1078.7476708790684
6.10.1,6,8,sats,6,6/8,1078.7476708790684,1078.7476708790684
6.10.1,6,8,sats,7,7/8,1078.7476708790684,1078.7476708790684
6.10.1,6,8,sats,8,8/8,1078.7476708790684,1078.7476708790684
6.10.1,6,9,sats,0,0/8,2184.8038178415695,1078.7476708790684
6.10.1,6,9,sats,1,1/8,1078.7476708790684,1078.7476708790684
6.10.1,6,9,sats,2,2/8,1078.7476708790684,1078.7476708790684
6.10.1,6,9,sats,3,3/8,1078.7476708790684,1078.7476708790684
6.10.1,6,9,sats,4,4/8,1078.7476708790684,1078.7476708790684
6.10.1,6,9,sats,5,5/8,1078.7476708790684,1078.7476708790684
6.10.1,6,9,sats,6,6/8,1078.7476708790684,1078.7476708790684
6.10.1,6,9,sats,7,7/8,1078.7476708790684,1078.7476708790684
6.10.1,6,9,sats,8,8/8,1078.7476708790684,1078.7476708790684
6.10.1,6,10,sats,0,0/8,1078.7476708790684,1078.7476708790684
6.10.1,6,10,sats,1,1/8,1078.7476708790684,1078.7476708790684
6.10.1,6,10,sats,2,2/8,1078.7476708790684,1078.7476708790684
6.10.1,6,10,sats,3,3/8,1078.7476708790684,1078.7476708790684
6.10.1,6,10,sats,4,4/8,1078.7476708790684,1078.7476708790684
6.10.1,6,10,sats,5,5/8,1078.7476708790684,1078.7476708790684
6.10.1,6,10,sats,6,6/8,1078.7476708790684,1078.7476708790684
6.10.1,6,10,sats,7,7/8,1078.7476708790684,1078.7476708790684
6.10.1,6,10,sats,8,8/8,1078.7476708790684,1078.7476708790684
6.10.2,6,1,ims,0,0/8,1274.613016991807,1232.5642370084722
6.10.2,6,1,ims,1,1/8,1232.5642370084722,1232.5642370084722
6.10.2,6,1,ims,2,2/8,1232.5642370084722,1232.5642370084722
6.10.2,6,1,ims,3,3/8,1232.5642370084722,1232.5642370084722
6.10.2,6,1,ims,4,4/8,1232.5642370084722,1232.5642370084722
6.10.2,6,1,ims,5,5/8,1232.5642370084722,1232.5642370084722
6.10.2,6,1,ims,6,6/8,1232.5642370084722,1232.5642370084722
6.10.2,6,1,ims,7,7/8,1232.5642370084722,1232.5642370084722
6.10.2,6,1,ims,8,8/8,1232.5642370084722,1232.5642370084722
6.10.2,6,2,ims,0,0/8,1274.613016991807,1232.5642370084722
6.10.2,6,2,ims,1,1/8,1232.5642370084722,1232.5642370084722
6.10.2,6,2,ims,2,2/8,1232.5642370084722,1232.5642370084722
6.10.2,6,2,ims,3,3/8,1232.5642370084722,1232.5642370084722
6.10.2,6,2,ims,4,4/8,1232.5642370084722,1232.5642370084722
6.10.2,6,2,ims,5,5/8,1232.5642370084722,1232.5642370084722
6.10.2,6,2,ims,6,6/8,1232.5642370084722,1232.5642370084722
6.10.2,6,2,ims,7,7/8,1232.5642370084722,1232.5642370084722
6.10.2,6,2,ims,8,8/8,1232.5642370084722,1232.5642370084722
6.10.2,6,3,ims,0,0/8,1274.613016991807,1232.5642370084722
6.10.2,6,3,ims,1,1/8,1232.5642370084722,1232.5642370084722
6.10.2,6,3,ims,2,2/8,1232.5642370084722,1232.5642370084722
6.10.2,6,3,ims,3,3/8,1232.5642370084722,1232.5642370084722
6.10.2,6,3,ims,4,4/8,1232.5642370084722,1232.5642370084722
6.10.2,6,3,ims,5,5/8,1232.5642370084722,1232.5642370084722
6.10.2,6,3,ims,6,6/8,1232.5642370084722,1232.5642370084722
6.10.2,6,3,ims,7,7/8,1232.5642370084722,1232.5642370084722
6.10.2,6,3,ims,8,8/8,1232.5642370084722,1232.5642370084722
6.10.2,6,4,ims,0,0/8,1274.613016991807,1232.5642370084722
6.10.2,6,4,ims,1,1/8,1232.5642370084722,1232.5642370084722
6.10.2,6,4,ims,2,2/8,1232.5642370084722,1232.5642370084722
6.10.2,6,4,ims,3,3/8,1232.5642370084722,1232.5642370084722
6.10.2,6,4,ims,4,4/8,1232.5642370084722,1232.5642370084722
6.10.2,6,4,ims,5,5/8,1232.5642370084722,1232.5642370084722
6.10.2,6,4,ims,6,6/8,1232.5642370084722,1232.5642370084722
6.10.2,6,4,ims,7,7/8,1232.5642370084722,1232.5642370084722
6.10.2,6,4,ims,8,8/8,1232.5642370084722,1232.5642370084722
6.10.2,6,5,ims,0,0/8,1300.498819297096,1232.5642370084722
6.10.2,6,5,ims,1,1/8,1232.5642370084722,1232.5642370084722
6.10.2,6,5,ims,2,2/8,1232.5642370084722,1232.5642370084722
6.10.2,6,5,ims,3,3/8,1232.5642370084722,1232.5642370084722
6.10.2,6,5,ims,4,4/8,1232.5642370084722,1232.5642370084722
6.10.2,6,5,ims,5,5/8,1232.5642370084722,1232.5642370084722
6.10.2,6,5,ims,6,6/8,1232.5642370084722,1232.5642370084722
6.10.2,6,5,ims,7,7/8,1232.5642370084722,1232.5642370084722
6.10.2,6,5,ims,8,8/8,1232.5642370084722,1232.5642370084722
6.10.2,6,6,ims,0,0/8,1274.613016991807,1232.5642370084722
6.10.2,6,6,ims,1,1/8,1232.5642370084722,1232.5642370084722
6.10.2,6,6,ims,2,2/8,1232.5642370084722,1232.5642370084722
6.10.2,6,6,ims,3,3/8,1232.5642370084722,1232.5642370084722
6.10.2,6,6,ims,4,4/8,1232.5642370084722,1232.5642370084722
6.10.2,6,6,ims,5,5/8,1232.5642370084722,1232.5642370084722
6.10.2,6,6,ims,6,6/8,1232.5642370084722,1232.5642370084722
6.10.2,6,6,ims,7,7/8,1232.5642370084722,1232.5642370084722
6.10.2,6,6,ims,8,8/8,1232.5642370084722,1232.5642370084722
6.10.2,6,7,ims,0,0/8,1274.613016991807,1232.5642370084722
6.10.2,6,7,ims,1,1/8,1232.5642370084722,1232.5642370084722
6.10.2,6,7,ims,2,2/8,1232.5642370084722,1232.5642370084722
6.10.2,6,7,ims,3,3/8,1232.5642370084722,1232.5642370084722
6.10.2,6,7,ims,4,4/8,1232.5642370084722,1232.5642370084722
6.10.2,6,7,ims,5,5/8,1232.5642370084722,1232.5642370084722
6.10.2,6,7,ims,6,6/8,1232.5642370084722,1232.5642370084722
6.10.2,6,7,ims,7,7/8,1232.5642370084722,1232.5642370084722
6.10.2,6,7,ims,8,8/8,1232.5642370084722,1232.5642370084722
6.10.2,6,8,ims,0,0/8,1274.613016991807,1232.5642370084722
6.10.2,6,8,ims,1,1/8,1232.5642370084722,1232.5642370084722
6.10.2,6,8,ims,2,2/8,1232.5642370084722,1232.5642370084722
6.10.2,6,8,ims,3,3/8,1232.5642370084722,1232.5642370084722
6.10.2,6,8,ims,4,4/8,1232.5642370084722,1232.5642370084722
6.10.2,6,8,ims,5,5/8,1232.5642370084722,1232.5642370084722
6.10.2,6,8,ims,6,6/8,1232.5642370084722,1232.5642370084722
6.10.2,6,8,ims,7,7/8,1232.5642370084722,1232.5642370084722
6.10.2,6,8,ims,8,8/8,1232.5642370084722,1232.5642370084722
6.10.2,6,9,ims,0,0/8,1300.498819297096,1232.5642370084722
6.10.2,6,9,ims,1,1/8,1232.5642370084722,1232.5642370084722
6.10.2,6,9,ims,2,2/8,1232.5642370084722,1232.5642370084722
6.10.2,6,9,ims,3,3/8,1232.5642370084722,1232.5642370084722
6.10.2,6,9,ims,4,4/8,1232.5642370084722,1232.5642370084722
6.10.2,6,9,ims,5,5/8,1232.5642370084722,1232.5642370084722
6.10.2,6,9,ims,6,6/8,1232.5642370084722,1232.5642370084722
6.10.2,6,9,ims,7,7/8,1232.5642370084722,1232.5642370084722
6.10.2,6,9,ims,8,8/8,1232.5642370084722,1232.5642370084722
6.10.2,6,10,ims,0,0/8,1274.613016991807,1232.5642370084722
6.10.2,6,10,ims,1,1/8,1232.5642370084722,1232.5642370084722
6.10.2,6,10,ims,2,2/8,1232.5642370084722,1232.5642370084722
6.10.2,6,10,ims,3,3/8,1232.5642370084722,1232.5642370084722
6.10.2,6,10,ims,4,4/8,1232.5642370084722,1232.5642370084722
6.10.2,6,10,ims,5,5/8,1232.5642370084722,1232.5642370084722
6.10.2,6,10,ims,6,6/8,1232.5642370084722,1232.5642370084722
6.10.2,6,10,ims,7,7/8,1232.5642370084722,1232.5642370084722
6.10.2,6,10,ims,8,8/8,1232.5642370084722,1232.5642370084722
6.10.2,6,1,sats,0,0/8,1337.0437067457547,1232.5642370084722
6.10.2,6,1,sats,1,1/8,1232.5642370084722,1232.5642370084722
6.10.2,6,1,sats,2,2/8,1232.5642370084722,1232.5642370084722
6.10.2,6,1,sats,3,3/8,1232.5642370084722,1232.5642370084722
6.10.2,6,1,sats,4,4/8,1232.5642370084722,1232.5642370084722
6.10.2,6,1,sats,5,5/8,1232.5642370084722,1232.5642370084722
6.10.2,6,1,sats,6,6/8,1232.5642370084722,1232.5642370084722
6.10.2,6,1,sats,7,7/8,1232.5642370084722,1232.5642370084722
6.10.2,6,1,sats,8,8/8,1232.5642370084722,1232.5642370084722
6.10.2,6,2,sats,0,0/8,1274.613016991807,1232.5642370084722
6.10.2,6,2,sats,1,1/8,1232.5642370084722,1232.5642370084722
6.10.2,6,2,sats,2,2/8,1232.5642370084722,1232.5642370084722
6.10.2,6,2,sats,3,3/8,1232.5642370084722,1232.5642370084722
6.10.2,6,2,sats,4,4/8,1232.5642370084722,1232.5642370084722
6.10.2,6,2,sats,5,5/8,1232.5642370084722,1232.5642370084722
6.10.2,6,2,sats,6,6/8,1232.5642370084722,1232.5642370084722
6.10.2,6,2,sats,7,7/8,1232.5642370084722,1232.5642370084722
6.10.2,6,2,sats,8,8/8,1232.5642370084722,1232.5642370084722
6.10.2,6,3,sats,0,0/8,1368.4334015857194,1232.5642370084722
6.10.2,6,3,sats,1,1/8,1232.5642370084722,1232.5642370084722
6.10.2,6,3,sats,2,2/8,1232.5642370084722,1232.5642370084722
6.10.2,6,3,sats,3,3/8,1232.5642370084722,1232.5642370084722
6.10.2,6,3,sats,4,4/8,1232.5642370084722,1232.5642370084722
6.10.2,6,3,sats,5,5/8,1232.5642370084722,1232.5642370084722
6.10.2,6,3,sats,6,6/8,1232.5642370084722,1232.5642370084722
6.10.2,6,3,sats,7,7/8,1232.5642370084722,1232.5642370084722
6.10.2,6,3,sats,8,8/8,1232.5642370084722,1232.5642370084722
6.10.2,6,4,sats,0,0/8,1800.8022734792619,1232.5642370084722
6.10.2,6,4,sats,1,1/8,1232.5642370084722,1232.5642370084722
6.10.2,6,4,sats,2,2/8,1232.5642370084722,1232.5642370084722
6.10.2,6,4,sats,3,3/8,1232.5642370084722,1232.5642370084722
6.10.2,6,4,sats,4,4/8,1232.5642370084722,1232.5642370084722
6.10.2,6,4,sats,5,5/8,1232.5642370084722,1232.5642370084722
6.10.2,6,4,sats,6,6/8,1232.5642370084722,1232.5642370084722
6.10.2,6,4,sats,7,7/8,1232.5642370084722,1232.5642370084722
6.10.2,6,4,sats,8,8/8,1232.5642370084722,1232.5642370084722
6.10.2,6,5,sats,0,0/8,1800.8022734792619,1232.5642370084722
6.10.2,6,5,sats,1,1/8,1232.5642370084722,1232.5642370084722
6.10.2,6,5,sats,2,2/8,1232.5642370084722,1232.5642370084722
6.10.2,6,5,sats,3,3/8,1232.5642370084722,1232.5642370084722
6.10.2,6,5,sats,4,4/8,1232.5642370084722,1232.5642370084722
6.10.2,6,5,sats,5,5/8,1232.5642370084722,1232.5642370084722
6.10.2,6,5,sats,6,6/8,1232.5642370084722,1232.5642370084722
6.10.2,6,5,sats,7,7/8,1232.5642370084722,1232.5642370084722
6.10.2,6,5,sats,8,8/8,1232.5642370084722,1232.5642370084722
6.10.2,6,6,sats,0,0/8,1368.4334015857194,1232.5642370084722
6.10.2,6,6,sats,1,1/8,1232.5642370084722,1232.5642370084722
6.10.2,6,6,sats,2,2/8,1232.5642370084722,1232.5642370084722
6.10.2,6,6,sats,3,3/8,1232.5642370084722,1232.5642370084722
6.10.2,6,6,sats,4,4/8,1232.5642370084722,1232.5642370084722
6.10.2,6,6,sats,5,5/8,1232.5642370084722,1232.5642370084722
6.10.2,6,6,sats,6,6/8,1232.5642370084722,1232.5642370084722
6.10.2,6,6,sats,7,7/8,1232.5642370084722,1232.5642370084722
6.10.2,6,6,sats,8,8/8,1232.5642370084722,1232.5642370084722
6.10.2,6,7,sats,0,0/8,1368.4334015857194,1232.5642370084722
6.10.2,6,7,sats,1,1/8,1232.5642370084722,1232.5642370084722
6.10.2,6,7,sats,2,2/8,1232.5642370084722,1232.5642370084722
6.10.2,6,7,sats,3,3/8,1232.5642370084722,1232.5642370084722
6.10.2,6,7,sats,4,4/8,1232.5642370084722,1232.5642370084722
6.10.2,6,7,sats,5,5/8,1232.5642370084722,1232.5642370084722
6.10.2,6,7,sats,6,6/8,1232.5642370084722,1232.5642370084722
6.10.2,6,7,sats,7,7/8,1232.5642370084722,1232.5642370084722
6.10.2,6,7,sats,8,8/8,1232.5642370084722,1232.5642370084722
6.10.2,6,8,sats,0,0/8,1274.613016991807,1232.5642370084722
6.10.2,6,8,sats,1,1/8,1232.5642370084722,1232.5642370084722
6.10.2,6,8,sats,2,2/8,1232.5642370084722,1232.5642370084722
6.10.2,6,8,sats,3,3/8,1232.5642370084722,1232.5642370084722
6.10.2,6,8,sats,4,4/8,1232.5642370084722,1232.5642370084722
6.10.2,6,8,sats,5,5/8,1232.5642370084722,1232.5642370084722
6.10.2,6,8,sats,6,6/8,1232.5642370084722,1232.5642370084722
6.10.2,6,8,sats,7,7/8,1232.5642370084722,1232.5642370084722
6.10.2,6,8,sats,8,8/8,1232.5642370084722,1232.5642370084722
6.10.2,6,9,sats,0,0/8,1368.4334015857194,1232.5642370084722
6.10.2,6,9,sats,1,1/8,1232.5642370084722,1232.5642370084722
6.10.2,6,9,sats,2,2/8,1232.5642370084722,1232.5642370084722
6.10.2,6,9,sats,3,3/8,1232.5642370084722,1232.5642370084722
6.10.2,6,9,sats,4,4/8,1232.5642370084722,1232.5642370084722
6.10.2,6,9,sats,5,5/8,1232.5642370084722,1232.5642370084722
6.10.2,6,9,sats,6,6/8,1232.5642370084722,1232.5642370084722
6.10.2,6,9,sats,7,7/8,1232.5642370084722,1232.5642370084722
6.10.2,6,9,sats,8,8/8,1232.5642370084722,1232.5642370084722
6.10.2,6,10,sats,0,0/8,1274.613016991807,1232.5642370084722
6.10.2,6,10,sats,1,1/8,1232.5642370084722,1232.5642370084722
6.10.2,6,10,sats,2,2/8,1232.5642370084722,1232.5642370084722
6.10.2,6,10,sats,3,3/8,1232.5642370084722,1232.5642370084722
6.10.2,6,10,sats,4,4/8,1232.5642370084722,1232.5642370084722
6.10.2,6,10,sats,5,5/8,1232.5642370084722,1232.5642370084722
6.10.2,6,10,sats,6,6/8,1232.5642370084722,1232.5642370084722
6.10.2,6,10,sats,7,7/8,1232.5642370084722,1232.5642370084722
6.10.2,6,10,sats,8,8/8,1232.5642370084722,1232.5642370084722
6.10.3,6,1,ims,0,0/8,1397.7506925525252,1230.0423116063364
6.10.3,6,1,ims,1,1/8,1230.0423116063364,1230.0423116063364
6.10.3,6,1,ims,2,2/8,1230.0423116063364,1230.0423116063364
6.10.3,6,1,ims,3,3/8,1230.0423116063364,1230.0423116063364
6.10.3,6,1,ims,4,4/8,1230.0423116063364,1230.0423116063364
6.10.3,6,1,ims,5,5/8,1230.0423116063364,1230.0423116063364
6.10.3,6,1,ims,6,6/8,1230.0423116063364,1230.0423116063364
6.10.3,6,1,ims,7,7/8,1230.0423116063364,1230.0423116063364
6.10.3,6,1,ims,8,8/8,1230.0423116063364,1230.0423116063364
6.10.3,6,2,ims,0,0/8,1529.2975355323322,1230.0423116063364
6.10.3,6,2,ims,1,1/8,1230.0423116063364,1230.0423116063364
6.10.3,6,2,ims,2,2/8,1230.0423116063364,1230.0423116063364
6.10.3,6,2,ims,3,3/8,1230.0423116063364,1230.0423116063364
6.10.3,6,2,ims,4,4/8,1230.0423116063364,1230.0423116063364
6.10.3,6,2,ims,5,5/8,1230.0423116063364,1230.0423116063364
6.10.3,6,2,ims,6,6/8,1230.0423116063364,1230.0423116063364
6.10.3,6,2,ims,7,7/8,1230.0423116063364,1230.0423116063364
